ASV	Chrom	Pos	WaldPValue	GeneIDs	GeneIDs
OTU_123_16S	Ha412HOChr09	126206020	2.061518e-08	myb_domain_protein_40,zinc_finger_(C3HC4-type_RING_finger)_family_protein,carboxyesterase_16,prohibitin_3	Ha412HOChr09g0398571,Ha412HOChr09g0398581,Ha412HOChr09g0398591,Ha412HOChr09g0398611
OTU_123_16S	Ha412HOChr17	150752638	3.597127e-08	[LOW_BITSCORE]_Glucose-methanol-choline_(GMC)_oxidoreductase_family_protein,[LOW_BITSCORE]_uncharacterized_protein_AT1G32460,[LOW_BITSCORE]_Lycopene_beta/epsilon_cyclase_protein	Ha412HOChr17g0844631,Ha412HOChr17g0844641,Ha412HOChr17g0844651
OTU_1237_16S	Ha412HOChr01	122738338	7.783580e-08	transcription_factor-like_protein	Ha412HOChr01g0031241
OTU_1237_16S	Ha412HOChr02	56309285	2.960288e-08	[LOW_BITSCORE]_B-block-binding_subunit_of_TFIIIC_protein,NAC_domain_containing_protein_28,NAC_domain_containing_protein_28	Ha412HOChr02g0061211,Ha412HOChr02g0061221,Ha412HOChr02g0061271
OTU_1237_16S	Ha412HOChr02	56309288	2.960288e-08	[LOW_BITSCORE]_B-block-binding_subunit_of_TFIIIC_protein,NAC_domain_containing_protein_28,NAC_domain_containing_protein_28	Ha412HOChr02g0061211,Ha412HOChr02g0061221,Ha412HOChr02g0061271
OTU_1237_16S	Ha412HOChr12	97783477	4.294056e-08	abscisic_acid_(aba)-deficient_4,[LOW_BITSCORE]_IBR_domain-containing_protein,Ribosomal_protein_S7e_family_protein	Ha412HOChr12g0565861,Ha412HOChr12g0565871,Ha412HOChr12g0565881
OTU_1237_16S	Ha412HOChr13	71638827	2.225729e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr02	86060600	3.546278e-08	Ha412HOChr02g0065901,RING/FYVE/PHD_zinc_finger_superfamily_protein,Exostosin_family_protein	Ha412HOChr02g0065901,Ha412HOChr02g0065931,Ha412HOChr02g0065941
OTU_1239_16S	Ha412HOChr02	86060610	6.530763e-09	Ha412HOChr02g0065901,RING/FYVE/PHD_zinc_finger_superfamily_protein,Exostosin_family_protein	Ha412HOChr02g0065901,Ha412HOChr02g0065931,Ha412HOChr02g0065941
OTU_1239_16S	Ha412HOChr02	86060629	7.792105e-08	Ha412HOChr02g0065901,RING/FYVE/PHD_zinc_finger_superfamily_protein,Exostosin_family_protein	Ha412HOChr02g0065901,Ha412HOChr02g0065931,Ha412HOChr02g0065941
OTU_1239_16S	Ha412HOChr04	104264744	9.523156e-08	germin-like_protein_10	Ha412HOChr04g0169201
OTU_1239_16S	Ha412HOChr06	66454954	2.320893e-08	uncharacterized_protein_AT2G18680,[LOW_BITSCORE]_UB-like_protease_1A	Ha412HOChr06g0269281,Ha412HOChr06g0269301
OTU_1239_16S	Ha412HOChr06	67601245	9.911458e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr06	149389886	2.621679e-09	20S_proteasome_alpha_subunit_F2	Ha412HOChr06g0284791
OTU_1239_16S	Ha412HOChr08	57047750	2.726830e-08	purple_acid_phosphatase_8	Ha412HOChr08g0348651
OTU_1239_16S	Ha412HOChr10	67659348	4.328275e-08	Myb/SANT-like_DNA-binding_domain_protein,Remorin_family_protein	Ha412HOChr10g0446081,Ha412HOChr10g0446101
OTU_1239_16S	Ha412HOChr11	48039667	4.242307e-08	Disease_resistance_protein_(CC-NBS-LRR_class)_family,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Leucine-rich_repeat_transmembrane_protein_kinase	Ha412HOChr11g0496111,Ha412HOChr11g0496121,Ha412HOChr11g0496141
OTU_1239_16S	Ha412HOChr12	148884340	8.222535e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr12	172171344	5.481333e-08	ARM_repeat_superfamily_protein,adenylate_cyclase,Matrixin_family_protein	Ha412HOChr12g0578751,Ha412HOChr12g0578761,Ha412HOChr12g0578771
OTU_1239_16S	Ha412HOChr13	137441003	1.565429e-08	lectin_protein_kinase_family_protein,lectin_protein_kinase_family_protein,Protein_kinase_superfamily_protein,S-locus_lectin_protein_kinase_family_protein,THAUMATIN-LIKE_PROTEIN_1,Curculin-like_(mannose-binding)_lectin_family_protein	Ha412HOChr13g0616561,Ha412HOChr13g0616581,Ha412HOChr13g0616591,Ha412HOChr13g0616601,Ha412HOChr13g0616621,Ha412HOChr13g0616631
OTU_1239_16S	Ha412HOChr14	17162202	1.549314e-11	tyrosine_sulfotransferase-like_protein,[LOW_BITSCORE]_FAD-dependent_oxidoreductase_family_protein,Subtilisin-like_serine_endopeptidase_family_protein,[LOW_BITSCORE]_Auxin-responsive_GH3_family_protein,Ha412HOChr14g0636321	Ha412HOChr14g0636281,Ha412HOChr14g0636291,Ha412HOChr14g0636301,Ha412HOChr14g0636311,Ha412HOChr14g0636321
OTU_1239_16S	Ha412HOChr14	30986065	2.380226e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	30986070	6.755402e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	30986091	2.967822e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	30986104	2.967822e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	36381799	6.339223e-08	GRAS_family_transcription_factor,heme_oxygenase-like,_multi-helical,Ha412HOChr14g0639211	Ha412HOChr14g0639191,Ha412HOChr14g0639201,Ha412HOChr14g0639211
OTU_1239_16S	Ha412HOChr14	36381823	1.159326e-08	GRAS_family_transcription_factor,heme_oxygenase-like,_multi-helical,Ha412HOChr14g0639211	Ha412HOChr14g0639191,Ha412HOChr14g0639201,Ha412HOChr14g0639211
OTU_1239_16S	Ha412HOChr14	36977339	1.345365e-08	ammonium_transporter_1;1,[LOW_BITSCORE]_Rhodanese/Cell_cycle_control_phosphatase_superfamily_protein	Ha412HOChr14g0639281,Ha412HOChr14g0639321
OTU_1239_16S	Ha412HOChr14	37132993	7.807345e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	37132998	7.807345e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	37133000	7.807345e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	37133003	7.807345e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	37338981	6.480403e-09	ammonium_transporter_1;1,[LOW_BITSCORE]_histone-lysine_N-methyltransferase,_H3_lysine-9_specific_SUVH4-like_protein	Ha412HOChr14g0639351,Ha412HOChr14g0639361
OTU_1239_16S	Ha412HOChr14	37338990	6.480403e-09	ammonium_transporter_1;1,[LOW_BITSCORE]_histone-lysine_N-methyltransferase,_H3_lysine-9_specific_SUVH4-like_protein	Ha412HOChr14g0639351,Ha412HOChr14g0639361
OTU_1239_16S	Ha412HOChr14	37338996	2.850481e-09	ammonium_transporter_1;1,[LOW_BITSCORE]_histone-lysine_N-methyltransferase,_H3_lysine-9_specific_SUVH4-like_protein	Ha412HOChr14g0639351,Ha412HOChr14g0639361
OTU_1239_16S	Ha412HOChr14	37338997	2.850481e-09	ammonium_transporter_1;1,[LOW_BITSCORE]_histone-lysine_N-methyltransferase,_H3_lysine-9_specific_SUVH4-like_protein	Ha412HOChr14g0639351,Ha412HOChr14g0639361
OTU_1239_16S	Ha412HOChr14	37338999	2.850481e-09	ammonium_transporter_1;1,[LOW_BITSCORE]_histone-lysine_N-methyltransferase,_H3_lysine-9_specific_SUVH4-like_protein	Ha412HOChr14g0639351,Ha412HOChr14g0639361
OTU_1239_16S	Ha412HOChr14	37879444	2.939597e-08	carboxyl-terminal_peptidase_(DUF239)	Ha412HOChr14g0639401
OTU_1239_16S	Ha412HOChr14	37881005	4.275179e-08	carboxyl-terminal_peptidase_(DUF239)	Ha412HOChr14g0639401
OTU_1239_16S	Ha412HOChr14	37947684	5.752383e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38028973	4.141890e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38053750	4.431958e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38053779	4.431958e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38053787	4.431958e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38057335	3.567020e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38057369	2.551581e-09	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38068779	3.257079e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38123570	2.974627e-09	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38123585	2.974627e-09	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38322956	2.114165e-08	GDSL-like_Lipase/Acylhydrolase_superfamily_protein	Ha412HOChr14g0639441
OTU_1239_16S	Ha412HOChr14	38322987	8.441400e-09	GDSL-like_Lipase/Acylhydrolase_superfamily_protein	Ha412HOChr14g0639441
OTU_1239_16S	Ha412HOChr14	38444566	4.683955e-09	GDSL-like_Lipase/Acylhydrolase_superfamily_protein	Ha412HOChr14g0639441
OTU_1239_16S	Ha412HOChr14	38444579	4.683955e-09	GDSL-like_Lipase/Acylhydrolase_superfamily_protein	Ha412HOChr14g0639441
OTU_1239_16S	Ha412HOChr14	38585111	6.339234e-08	NoGenes	NoGenes
OTU_1239_16S	Ha412HOChr14	38919293	4.826133e-09	GDSL-like_Lipase/Acylhydrolase_superfamily_protein	Ha412HOChr14g0639451
OTU_1239_16S	Ha412HOChr14	38919632	2.309992e-08	GDSL-like_Lipase/Acylhydrolase_superfamily_protein	Ha412HOChr14g0639451
OTU_1239_16S	Ha412HOChr14	39016157	7.727393e-08	plastid_transcriptionally_active_3,mediator_of_RNA_polymerase_II_transcription_subunit-like_protein	Ha412HOChr14g0639471,Ha412HOChr14g0639481
OTU_1239_16S	Ha412HOChr14	39100600	3.965599e-08	plastid_transcriptionally_active_3,mediator_of_RNA_polymerase_II_transcription_subunit-like_protein,lipoic_acid_synthase_1	Ha412HOChr14g0639471,Ha412HOChr14g0639481,Ha412HOChr14g0639491
OTU_1239_16S	Ha412HOChr14	39525486	3.741098e-08	RING/U-box_superfamily_protein,kinase_with_adenine_nucleotide_alpha_hydrolases-like_domain-containing_protein,[LOW_BITSCORE]_Cysteine_proteinases_superfamily_protein,Protein_kinase_superfamily_protein	Ha412HOChr14g0639571,Ha412HOChr14g0639581,Ha412HOChr14g0639601,Ha412HOChr14g0639621
OTU_1239_16S	Ha412HOChr14	39525497	3.741098e-08	RING/U-box_superfamily_protein,kinase_with_adenine_nucleotide_alpha_hydrolases-like_domain-containing_protein,[LOW_BITSCORE]_Cysteine_proteinases_superfamily_protein,Protein_kinase_superfamily_protein	Ha412HOChr14g0639571,Ha412HOChr14g0639581,Ha412HOChr14g0639601,Ha412HOChr14g0639621
OTU_1239_16S	Ha412HOChr15	35486703	1.829328e-08	hydroxyproline-rich_glycoprotein_family_protein,transferase,Endosomal_targeting_BRO1-like_domain-containing_protein,B-box_type_zinc_finger_protein_with_CCT_domain-containing_protein,translocon-associated_protein_beta_(TRAPB)_family_protein,AP2/B3-like_transcriptional_factor_family_protein,phosphate_transporter_3;1	Ha412HOChr15g0708991,Ha412HOChr15g0709001,Ha412HOChr15g0709011,Ha412HOChr15g0709021,Ha412HOChr15g0709031,Ha412HOChr15g0709061,Ha412HOChr15g0709071
OTU_1239_16S	Ha412HOChr16	184724959	6.490090e-08	Zinc-binding_dehydrogenase_family_protein,Methyltransferase_family_protein,Late_embryogenesis_abundant_(LEA)_hydroxyproline-rich_glycoprotein_family	Ha412HOChr16g0790861,Ha412HOChr16g0790901,Ha412HOChr16g0790921
OTU_1239_16S	Ha412HOChr17	112495216	4.022890e-10	hydroxy_methylglutaryl_CoA_reductase_1,G-type_lectin_S-receptor-like_Serine/Threonine-kinase,cytochrome_b,[LOW_BITSCORE]_phragmoplast_orienting_kinesin_1	Ha412HOChr17g0838351,Ha412HOChr17g0838371,Ha412HOChr17g0838381,Ha412HOChr17g0838411
OTU_1239_16S	Ha412HOChr17	198558976	3.038386e-08	squamosa_promoter_binding_protein-like_2,Ran_BP2/NZF_zinc_finger-like_superfamily_protein	Ha412HOChr17g0855561,Ha412HOChr17g0855571
OTU_1239_16S	Ha412HOChr17	198559011	3.038386e-08	squamosa_promoter_binding_protein-like_2,Ran_BP2/NZF_zinc_finger-like_superfamily_protein	Ha412HOChr17g0855561,Ha412HOChr17g0855571
OTU_124_16S	Ha412HOChr15	17227085	8.705277e-08	cysteine-rich_RLK_(RECEPTOR-like_protein_kinase)_10,Ha412HOChr15g0703151,ATP-dependent_Clp_protease_ATP-binding_subunit,[LOW_BITSCORE]_P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	Ha412HOChr15g0703141,Ha412HOChr15g0703151,Ha412HOChr15g0703161,Ha412HOChr15g0703191
OTU_1245_16S	Ha412HOChr03	52349188	8.168707e-08	F-box_family_protein	Ha412HOChr03g0104241
OTU_1245_16S	Ha412HOChr03	176255389	1.223258e-09	F-box_family_protein,phytochromobilin:ferredoxin_oxidoreductase,_chloroplast_/_phytochromobilin_synthase_(HY2),calmodulin-domain_protein_kinase_7,[LOW_BITSCORE]_basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,calmodulin_7,BTB-POZ_and_MATH_domain_4,RNA_processing_FACTOR,rna_processing_factor_2,rna_processing_factor_2	Ha412HOChr03g0140951,Ha412HOChr03g0140961,Ha412HOChr03g0140971,Ha412HOChr03g0141011,Ha412HOChr03g0141021,Ha412HOChr03g0141031,Ha412HOChr03g0141051,Ha412HOChr03g0141061,Ha412HOChr03g0141071
OTU_1245_16S	Ha412HOChr04	84776647	8.788412e-08	uncharacterized_protein_AT3G52710	Ha412HOChr04g0167211
OTU_1245_16S	Ha412HOChr04	134146562	1.137731e-09	SAUR-like_auxin-responsive_protein_family	Ha412HOChr04g0171981
OTU_1245_16S	Ha412HOChr04	134146582	2.033704e-10	SAUR-like_auxin-responsive_protein_family	Ha412HOChr04g0171981
OTU_1245_16S	Ha412HOChr04	134146588	2.033704e-10	SAUR-like_auxin-responsive_protein_family	Ha412HOChr04g0171981
OTU_1245_16S	Ha412HOChr06	62374229	6.279036e-08	NoGenes	NoGenes
OTU_1245_16S	Ha412HOChr07	121591889	1.760683e-08	4'-phosphopantetheinyl_transferase_superfamily,LOW_protein:_ankyrin_repeat_protein,_partial,Ankyrin_repeat_family_protein,[LOW_BITSCORE]_terminal_EAR1-like_2,Ankyrin_repeat_family_protein,Ribosomal_protein_S25_family_protein,hemerythrin_HHE_cation-binding_domain_protein,[LOW_BITSCORE]_ARID/BRIGHT_DNA-binding_domain-containing_protein	Ha412HOChr07g0309181,Ha412HOChr07g0309191,Ha412HOChr07g0309201,Ha412HOChr07g0309231,Ha412HOChr07g0309241,Ha412HOChr07g0309251,Ha412HOChr07g0309271,Ha412HOChr07g0309281
OTU_1245_16S	Ha412HOChr10	213402	3.133490e-08	UV_radiation_resistance-associated_protein,STRUBBELIG-receptor_family_3,[LOW_BITSCORE]_NAD(P)-binding_Rossmann-fold_superfamily_protein	Ha412HOChr10g0430431,Ha412HOChr10g0430441,Ha412HOChr10g0430451
OTU_1245_16S	Ha412HOChr11	11864227	4.343652e-08	potassium_transporter_1,Galactosyltransferase_family_protein,GDSL-like_Lipase/Acylhydrolase_superfamily_protein	Ha412HOChr11g0484951,Ha412HOChr11g0484961,Ha412HOChr11g0484971
OTU_1245_16S	Ha412HOChr11	82896839	3.125943e-08	exocyst_subunit_exo70_family_protein_H6	Ha412HOChr11g0504451
OTU_1245_16S	Ha412HOChr11	82896848	5.579188e-08	exocyst_subunit_exo70_family_protein_H6	Ha412HOChr11g0504451
OTU_1245_16S	Ha412HOChr13	157507324	2.901377e-08	heat_shock_protein_70,heat_shock_cognate_protein_70-1,heat_shock_protein_70,SNF1-related_protein_kinase_2.10,[LOW_BITSCORE]_LOW_PSII_ACCUMULATION_protein_(DUF1995),calcineurin_B-like_protein_9,[LOW_BITSCORE]_carboxyl-terminal_proteinase-like_protein_(DUF239),Matrixin_family_protein,LURP-one-like_protein_(DUF567),[LOW_BITSCORE]_relative_of_early_flowering_6	Ha412HOChr13g0624051,Ha412HOChr13g0624081,Ha412HOChr13g0624091,Ha412HOChr13g0624101,Ha412HOChr13g0624131,Ha412HOChr13g0624151,Ha412HOChr13g0624161,Ha412HOChr13g0624171,Ha412HOChr13g0624181,Ha412HOChr13g0624191
OTU_1245_16S	Ha412HOChr15	106513746	1.969221e-08	Shugoshin_C_terminus,Pectin_lyase-like_superfamily_protein	Ha412HOChr15g0727931,Ha412HOChr15g0727941
OTU_1252_16S	Ha412HOChr01	68355204	5.838320e-09	NoGenes	NoGenes
OTU_1252_16S	Ha412HOChr01	68355214	5.838320e-09	NoGenes	NoGenes
OTU_1252_16S	Ha412HOChr03	78644515	1.227085e-08	Vacuolar_iron_transporter_(VIT)_family_protein	Ha412HOChr03g0108151
OTU_1252_16S	Ha412HOChr04	33379756	1.860832e-09	DNA_double-strand_break_repair_protein	Ha412HOChr04g0156341
OTU_1252_16S	Ha412HOChr09	81015265	5.010127e-08	amino_acid_permease_6	Ha412HOChr09g0388921
OTU_1252_16S	Ha412HOChr10	76556522	5.021381e-09	NoGenes	NoGenes
OTU_1252_16S	Ha412HOChr15	120518500	8.106805e-08	chloride_channel_B,Cupredoxin_superfamily_protein,Myzus_persicae-induced_lipase_1	Ha412HOChr15g0732021,Ha412HOChr15g0732031,Ha412HOChr15g0732041
OTU_1253_16S	Ha412HOChr09	95332235	1.153539e-08	NoGenes	NoGenes
OTU_1253_16S	Ha412HOChr11	63186373	7.302288e-08	CCCH-type_zinc_fingerfamily_protein_with_RNA-binding_domain-containing_protein,DNA-binding_bromodomain-containing_protein	Ha412HOChr11g0500631,Ha412HOChr11g0500641
OTU_1253_16S	Ha412HOChr17	70933293	2.637363e-08	Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein	Ha412HOChr17g0831071
OTU_1253_16S	Ha412HOChr17	70933296	2.637363e-08	Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein	Ha412HOChr17g0831071
OTU_1254_16S	Ha412HOChr12	23609800	3.642232e-09	[LOW_BITSCORE]_VASCULAR-RELATED_NAC-DOMAIN_6,S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein,[LOW_BITSCORE]_mechanosensitive_channel_of_small_conductance-like_6,[LOW_BITSCORE]_GDSL-motif_lipase_7,uncharacterized_protein_AT3G11810,Small_nuclear_ribonucleoprotein_family_protein,uncharacterized_protein_AT3G11810	Ha412HOChr12g0545291,Ha412HOChr12g0545301,Ha412HOChr12g0545361,Ha412HOChr12g0545371,Ha412HOChr12g0545401,Ha412HOChr12g0545411,Ha412HOChr12g0545431
OTU_1254_16S	Ha412HOChr12	23609811	3.642232e-09	[LOW_BITSCORE]_VASCULAR-RELATED_NAC-DOMAIN_6,S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein,[LOW_BITSCORE]_mechanosensitive_channel_of_small_conductance-like_6,[LOW_BITSCORE]_GDSL-motif_lipase_7,uncharacterized_protein_AT3G11810,Small_nuclear_ribonucleoprotein_family_protein,uncharacterized_protein_AT3G11810	Ha412HOChr12g0545291,Ha412HOChr12g0545301,Ha412HOChr12g0545361,Ha412HOChr12g0545371,Ha412HOChr12g0545401,Ha412HOChr12g0545411,Ha412HOChr12g0545431
OTU_1254_16S	Ha412HOChr12	23609821	3.642232e-09	[LOW_BITSCORE]_VASCULAR-RELATED_NAC-DOMAIN_6,S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein,[LOW_BITSCORE]_mechanosensitive_channel_of_small_conductance-like_6,[LOW_BITSCORE]_GDSL-motif_lipase_7,uncharacterized_protein_AT3G11810,Small_nuclear_ribonucleoprotein_family_protein,uncharacterized_protein_AT3G11810	Ha412HOChr12g0545291,Ha412HOChr12g0545301,Ha412HOChr12g0545361,Ha412HOChr12g0545371,Ha412HOChr12g0545401,Ha412HOChr12g0545411,Ha412HOChr12g0545431
OTU_1254_16S	Ha412HOChr12	23609866	1.240373e-08	[LOW_BITSCORE]_VASCULAR-RELATED_NAC-DOMAIN_6,S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein,[LOW_BITSCORE]_mechanosensitive_channel_of_small_conductance-like_6,[LOW_BITSCORE]_GDSL-motif_lipase_7,uncharacterized_protein_AT3G11810,Small_nuclear_ribonucleoprotein_family_protein,uncharacterized_protein_AT3G11810	Ha412HOChr12g0545291,Ha412HOChr12g0545301,Ha412HOChr12g0545361,Ha412HOChr12g0545371,Ha412HOChr12g0545401,Ha412HOChr12g0545411,Ha412HOChr12g0545431
OTU_1255_16S	Ha412HOChr03	57815637	7.345471e-09	NoGenes	NoGenes
OTU_1255_16S	Ha412HOChr04	19104516	2.988748e-08	ARM_repeat_superfamily_protein,[LOW_BITSCORE]_poly(A)-binding_protein_5,EIN3-binding_F_box_protein_2	Ha412HOChr04g0152011,Ha412HOChr04g0152021,Ha412HOChr04g0152041
OTU_1255_16S	Ha412HOChr04	19104699	9.179041e-08	ARM_repeat_superfamily_protein,[LOW_BITSCORE]_poly(A)-binding_protein_5,EIN3-binding_F_box_protein_2	Ha412HOChr04g0152011,Ha412HOChr04g0152021,Ha412HOChr04g0152041
OTU_1255_16S	Ha412HOChr04	161458142	6.305388e-08	root_UVB_sensitive_protein_(Protein_of_unknown_function,_DUF647),histone_acetyltransferase_subunit_NuA4-domain_protein,deoxyhypusine_synthase	Ha412HOChr04g0177061,Ha412HOChr04g0177071,Ha412HOChr04g0177081
OTU_1255_16S	Ha412HOChr05	5374326	9.432107e-08	protein_B160,Ha412HOChr05g0202301,Protein_kinase_superfamily_protein,[LOW_BITSCORE]_ATPase_E1-E2_type_family_protein_/_haloacid_dehalogenase-like_hydrolase_family_protein,RAS_associated_with_diabetes_protein_51	Ha412HOChr05g0202291,Ha412HOChr05g0202301,Ha412HOChr05g0202311,Ha412HOChr05g0202321,Ha412HOChr05g0202331
OTU_1255_16S	Ha412HOChr05	75780972	7.313018e-08	NoGenes	NoGenes
OTU_1255_16S	Ha412HOChr06	108363038	6.432625e-08	cellulose_synthase_A9	Ha412HOChr06g0278091
OTU_1255_16S	Ha412HOChr06	151189715	4.278481e-08	NoGenes	NoGenes
OTU_1255_16S	Ha412HOChr07	103254013	2.218958e-08	[LOW_BITSCORE]_roline-rich_extensin-like_receptor_kinase_4,AWPM-19-like_family_protein,[LOW_BITSCORE]_Aminotransferase-like,_plant_mobile_domain_family_protein	Ha412HOChr07g0305021,Ha412HOChr07g0305031,Ha412HOChr07g0305041
OTU_1255_16S	Ha412HOChr08	170384279	2.410882e-08	Ribosomal_protein_L36,Phosphoribosyltransferase_family_protein,[LOW_BITSCORE]_glutathione_S-transferase_tau_27,cellulose_synthase_1	Ha412HOChr08g0370481,Ha412HOChr08g0370491,Ha412HOChr08g0370531,Ha412HOChr08g0370541
OTU_1255_16S	Ha412HOChr08	170384280	2.410882e-08	Ribosomal_protein_L36,Phosphoribosyltransferase_family_protein,[LOW_BITSCORE]_glutathione_S-transferase_tau_27,cellulose_synthase_1	Ha412HOChr08g0370481,Ha412HOChr08g0370491,Ha412HOChr08g0370531,Ha412HOChr08g0370541
OTU_1255_16S	Ha412HOChr08	170384291	2.410882e-08	Ribosomal_protein_L36,Phosphoribosyltransferase_family_protein,[LOW_BITSCORE]_glutathione_S-transferase_tau_27,cellulose_synthase_1	Ha412HOChr08g0370481,Ha412HOChr08g0370491,Ha412HOChr08g0370531,Ha412HOChr08g0370541
OTU_1255_16S	Ha412HOChr10	71739902	3.109487e-08	protein_phosphatase_5.2,KCBP-interacting_protein_kinase,LYR_family_of_Fe/S_cluster_biogenesis_protein	Ha412HOChr10g0446771,Ha412HOChr10g0446781,Ha412HOChr10g0446801
OTU_1255_16S	Ha412HOChr13	120502539	7.901555e-08	Regulator_of_chromosome_condensation_(RCC1)_family_protein,HSP20-like_chaperones_superfamily_protein,SNARE-associated_protein-like_protein	Ha412HOChr13g0611571,Ha412HOChr13g0611581,Ha412HOChr13g0611611
OTU_1255_16S	Ha412HOChr13	161462751	9.561866e-08	HXXXD-type_acyl-transferase_family_protein	Ha412HOChr13g0626161
OTU_1255_16S	Ha412HOChr15	96548537	6.303936e-09	[LOW_BITSCORE]_cell_division_cycle_48C,RNA-binding_(RRM/RBD/RNP_motifs)_family_protein,Ha412HOChr15g0725401,[LOW_BITSCORE]_Pentatricopeptide_repeat_(PPR)_superfamily_protein,[LOW_BITSCORE]_Nucleic_acid-binding_proteins_superfamily	Ha412HOChr15g0725381,Ha412HOChr15g0725391,Ha412HOChr15g0725401,Ha412HOChr15g0725411,Ha412HOChr15g0725431
OTU_1257_16S	Ha412HOChr14	30624962	7.602586e-08	NoGenes	NoGenes
OTU_1257_16S	Ha412HOChr14	30624972	7.602586e-08	NoGenes	NoGenes
OTU_1265_16S	Ha412HOChr03	138725674	1.793322e-08	NB-ARC_domain-containing_disease_resistance_protein,Rho_GTPase-activating_protein,endoribonuclease_L-PSP_family_protein,RING/U-box_superfamily_protein	Ha412HOChr03g0124021,Ha412HOChr03g0124041,Ha412HOChr03g0124091,Ha412HOChr03g0124101
OTU_1265_16S	Ha412HOChr08	143633143	4.274215e-08	Ribosomal_protein_L34e_superfamily_protein	Ha412HOChr08g0367001
OTU_1265_16S	Ha412HOChr08	145819616	1.907666e-10	HNH_endonuclease_domain-containing_protein	Ha412HOChr08g0367391
OTU_1265_16S	Ha412HOChr08	147089792	4.366872e-08	Cytochrome_P450_superfamily_protein	Ha412HOChr08g0367771
OTU_1265_16S	Ha412HOChr08	148667999	6.526105e-11	Putative_AT-hook_DNA-binding_family_protein,PLC-like_phosphodiesterases_superfamily_protein	Ha412HOChr08g0367921,Ha412HOChr08g0367931
OTU_1265_16S	Ha412HOChr08	148902757	3.431848e-08	LONGIFOLIA_protein	Ha412HOChr08g0367971
OTU_1265_16S	Ha412HOChr08	148995504	9.105204e-08	NoGenes	NoGenes
OTU_1265_16S	Ha412HOChr08	149060552	1.006947e-08	NoGenes	NoGenes
OTU_1265_16S	Ha412HOChr08	149060685	1.918934e-09	NoGenes	NoGenes
